,Clause,Opt-out via contacting company,Dont use service/feature,Opt-out link,Browser/device privacy controls,Unspecified,Opt-in,First-party privacy controls,Other,Third-party privacy controls
184,"ou can limit the collection, use and sharing of your information.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
185,doing so will restrict your ability to access some content and use some of the functionality of the sites.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
186,provided on a voluntary basis,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
187,"All personally identifiable information is provided on a voluntary basis. If you do not want The Atlantic to collect such information, you should not submit it to the Sites.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
188,opt-ou,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
189,"You may opt-out of having your personally identifiable information shared with business partners and third parties for marketing and advertising purposes by e-mailing us at techtrouble(at)theatlantic(dot)com, or contacting us at the phone numbers or postal address provided below.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
190,opt-out of the use of your information for online,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
191,"You may be able to opt-out of the use of your information for online, interest based advertising from participating whether advertising partners and unaffiliated third parties through the Network Advertising Initiatives opt-out program by clicking http://www.networkadvertising.org/managing/opt_out.asp.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
192,"opt-out of receiving future e-mail marketing messages and newsletters from The Atlantic by following the instructions contained within the emails and newsletters, or by e-mailing, calling or writing us at the addresses below",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
193,"You may always opt-out of receiving future e-mail marketing messages and newsletters from The Atlantic by following the instructions contained within the emails and newsletters, or by e-mailing, calling or writing us at the addresses below.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
194,you can find controls to manage your information and protect your privacy and security at My Account,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
195,unless we have your opt-in consent.,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
196,We will ask for your consent,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
197,Visit your Google Account History for settings,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
198,by using Google Dashboard.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
199,using Ads Settings.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
200,You can also opt out of certain Google advertising services here.,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
201,Control who you share information with through your Google Account.,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
202,Choose,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
203,Visit your Google Account History,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
204,opt out of certain Google advertising services here,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
205,Control,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
206,You may also set your browser,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
207,set your browser to block,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
208,We require opt-in consent,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
209,"By interacting with Barnes & Noble in the manner described in this Privacy Policy at any time, you are accepting the practices described in this Privacy Policy and you consent to the application of this Privacy Policy to the collection, storage, use and disclosure of all your personal and other information as described.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
210,Apps or on your Barnes & Noble,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
211,third party device,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
212,"As a general matter, you can browse in our stores and on the Barnes & Noble Websites without submitting your personal information to us",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
213,"You can choose to have your browser notify you when cookies are being written to your computer or accessed, or you can disable cookies entirely.",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
214,"To disable the Google Analytics cookie and other third party web analytics service provider cookies, you can choose to have your browser notify you when cookies are being written to your computer or accessed, or you can disable cookies entirely",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
215,"ou can choose to have your browser notify you when cookies are being written to your computer or accessed, or you can disable cookies entirely.",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
216,If you do not wish to receive marketing communications,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
217,by emailing our Customer Service Department by clicking here.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
218,opt-out link,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
219,"For Barnes & Noble Booksellers : At any time, a customer may choose to opt-out of the receipt of any promotional communications by clicking on the opt-out link provided at the bottom of each email and following the instructions",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
220,opt out link,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
221,to opt out,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
222,"For Barnes & Noble College Booksellers : At any time, a customer may choose to opt out of the receipt of any promotional communications by clicking on the opt out link provided at the bottom of each email and following the instructions.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
223,you may opt out of the receipt of such communications by selecting the link at the bottom of any promotional email communication and following the instructions.,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
224,"Communication Preferences"". If y",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
225,"Any account holder can opt-out of the receipt of any promotional communications by logging onto their Account and following the instructions under ""Communication Preferences"".",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
226,"If you do not have a barnesandnoble.com account, you may opt out of the receipt of such communications by selecting the link at the bottom of any promotional email communication and following the instructions.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
227,"following the instructions under ""Change Your Communication Preferences.""",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
228,opt-out of the receipt of such communications by selecting the link at the bottom of any promotional email communication and following the instructions.,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
229,"""Change Your Communication Preferences.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
230,"Any Member can opt out of the receipt of any Member program promotional communications by logging on to their barnesandnoble.com Account and following the instructions under ""Change Your Communication Preferences.""",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
231,"If you do not have a barnesandnoble.com account, you may opt-out of the receipt of such communications by selecting the link at the bottom of any promotional email communication and following the instructions.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
232,"clicking ""Communication Preferences,"" and following instructions under ""Change Communication Preferences.""",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
233,clicking on the opt-out link,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
234,"f no opt out link exists reply to the email with the word ""Remove"" in the subject line, or by e-mailing our Customer Service Department by clicking here.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
235,"no opt out link exists reply to the email with the word ""Remove",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
236,"Any Educator can opt out of the receipt of any promotional communications by logging on to their barnesandnoble.com Account, clicking ""Communication Preferences,"" and following instructions under ""Change Communication Preferences.""",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
237,"If you do not have a barnesandnoble.com account, you may opt out of the receipt of such communications by clicking on the opt-out link provided at the bottom of each email and following the instructions.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
238,"If no opt out link exists reply to the email with the word ""Remove"" in the subject line, or by e-mailing our Customer Service Department by clicking here.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
239,following the instructions or by sending an e-mail to giftcardprefs@bn.com.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
240,by sending an e-mail to giftcardprefs@bn.com.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
241,Any customer of the Barnes & Noble Gift Card website who receives promotional communications can opt-out of the receipt of any such communications by clicking on the opt-out link provided at the bottom of each email and following the instructions or by sending an e-mail to giftcardprefs@bn.com.,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
242,remove their contact information from SparkNotes.com contact list by following the instructions listed on www.sparknotes.com.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
243,choose to remove,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
244,Any SparkNotes.com customer who does not wish to receive promotional product and service communications can choose to remove their contact information from SparkNotes.com contact list by following the instructions listed on www.sparknotes.com.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
245,link for opt out instructions contained at the bottom of each ENewsletter,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
246,link for opt out,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
247,"If, at any time, you wish to no longer receive ENewsletters from Sterling Publishing Co., Inc., Lark Crafts, and/or FlashKids.com, please click on the link for opt out instructions contained at the bottom of each ENewsletter.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
248,opt out of receiving communications from other of our customers through Invite-a-Friend features by calling our Customer Service Center at 1-800-THE-BOOK (1-800-824-2665),1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
249,opt ou,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
250,You may choose to opt out of receiving communications from other of our customers through Invite-a-Friend features by calling our Customer Service Center at 1-800-THE-BOOK (1-800-824-2665). Individuals calling from abroad should call us at 1-201-559-3882.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
251,You may choose to opt out of receiving NOOK Press collaborator emails by contacting NOOK Press Customer Service at nookpress@nook.com.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
252,"opt out of collection of automatically collected information, including cookies, IBM Coremetrics and targeted advertising, by following the instructions given in Section 3(b) above,",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
253,by using the functionality in your browser,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
254,following the instructions given in Section 3(b) above,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
255,"You may choose to opt out of collection of automatically collected information, including cookies, IBM Coremetrics and targeted advertising, by following the instructions given in Section 3(b) above, or by using the functionality in your browser to reject cookies.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
256,by using the functionality in your browser to reject cookies.,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
257,ask us not to use,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
258,You have the right to ask us not to use your personal information for direct marketing purposes.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
259,you may opt out of tracking activities bv following the instructions in this Privacy Policy to opt out of IBM Coremetrics and behavioral advertising.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
260,"You can choose to have your computer warn you each time a cookie is being sent, or you can choose to turn off all cookies. You do this through your browser (like Internet Explorer) settings.",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
261,"You can choose to have your computer warn you each time a cookie is being sent, or you can choose to turn off all cookies. You do this through your browser (like Internet Explorer) settings. Each browser is a little different, so look at your browser's Help menu to learn the correct way to modify your cookies.",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
262,If users disable cookies in their browser:,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
263,By emailing us By calling us By logging in to their account,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
264,opt-in,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
265,opt-in.,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
266,personal information you choose to provide us is voluntary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
267,without disclosing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
268,You may choose to provide us,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
269,If you provide us,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
270,not required to register for a user account,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
271,set your browser to notify you,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
272,You can set your browser,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
273,set your browser,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
274,ome sites (including ours) may not operate properly,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
275,"You can set your browser to notify you before you receive a cookie, giving you the opportunity to decide whether to accept it or not. You can also set your browser to not accept cookies at all",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
276,When we have your permission,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
277,permission,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
278,select the option,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
279,"You can choose not to provide us with certain information, but this may stop you from gaining access to a Service or limit the features that you can use. For more information, please see the How We Use Your Information section below.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
280,may stop you from gaining access to a Service or limit the features that you can use.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
281,delete,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
282,"You can limit the way that we tailor advertising based on your self-reported interests and other information in your profile by clicking on the ""Profile"" or ""My Account"" section of this Site and deleting or modifying the information.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
283,"ou can limit the way that we tailor advertising based on your self-reported interests and other information in your profile by clicking on the ""Profile"" or ""My Account"" section of this Site and",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
284,removed by following your Internet browser's,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
285,"If you choose to disable cookies, some aspects of the Sites may not work properly, and you may not be able to access our Services",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
286,Cookies can be removed by following your Internet browser's directions within the help tab.,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
