,Clause,Category
731,You always may choose not to provide information and most Internet browsers allow you to control the automatic collection of information from your computer.,Browser/device privacy controls
732,You always may choose not to provide information and most Internet browsers allow you to control the automatic collection of information from your computer.,Browser/device privacy controls
733,most Internet browsers allow you to control the automatic collection of information from your computer.,Browser/device privacy controls
734,"you can notify us, by clicking on the ""unsubscribe"" link attached to each email.",Opt-out link
735,"the future, you can notify us, by clicking on the ""unsubscribe"" link attached to each email.",Opt-out link
736,"by clicking on the ""unsubscribe"" link",Opt-out link
737,stop sharing your information,Opt-out link
738,You may request that we stop sharing your information with a third party or third parties for direct marketing purposes after you have opted into such disclosure through the Site(s) by emailing us at support@curse.com and informing us of your desire for us to stop providing your information to a specific third party or a list of specific third parties.,Opt-out via contacting company
739,ou may request that we stop sharing your information with a third party or third parties for direct marketing purposes after you have opted into such disclosure through the Site(s) by emailing us at support@curse.com and informing us of your desire for us to stop providing your information to a specific third party or a list of specific third parties.,Opt-out via contacting company
740,"If you would like more information about this practice and to know your choices about not having this information used by these companies, see the Digital Advertising Alliance's or Network Advertising Initiative's website.",Third-party privacy controls
741,support@curse.com requesting us to update or delete your personal information,Opt-out via contacting company
742,replying to the unsubscribe link at the bottom of our e-mails.,Opt-out link
743,unsubscribe,Opt-out via contacting company
744,link,Opt-out link
745,"If you no longer want to receive our newsletter, e-mails or other announcements, you may unsubscribe by selecting ""unsubscribe"" in your account, writing to us at contact@curse.com",Opt-out via contacting company
