,Clause,Data access limitation,Generic,Privacy/Security program,Other,Unspecified,Secure data transfer,Secure user authentication,Privacy review/audit,Secure data storage,Privacy training
138,We will notify the users via email Within 7 business days,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
139,We will notify the users via email,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
140,We will notify the users via in site notification,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
141,"We also agree to the individual redress principle, which requires that individuals have a right to pursue legally enforceable rights against data collectors and processors who fail to adhere to the law. This principle requires not only that individuals have enforceable rights against data users, but also that individuals have recourse to courts or a government agency to investigate and/or prosecute non-compliance by data processors.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142,We cannot guarantee the security of information sent via electronic mail,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
143,"The Federal Reserve Bank of St. Louis monitors this site for unauthorized attempts to upload or change information, to defeat or circumvent security measures, or to utilize this site for other than its intended purposes",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144,monitors this site for unauthorized attempts to upload or change information,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
145,We require that these contractors keep information obtained through our web site secure and confidential,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
146,secure and confidential,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
147,We have implemented security measures consistent with our internal information security practices to help us keep your information secure,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
148,We have implemented security measures,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
149,consistent with our internal information security practices to help us keep your information secure.,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
150,"We have implemented security measures consistent with our internal information security practices to help us keep your information secure. These measures include technical and procedural steps to protect your data from misuse, access or disclosure, loss, alteration or destruction",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
151,Access to your Personal Information by these service providers is limited to the information reasonably necessary to perform its limited function.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
152,SSL,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
153,"We place a priority on the security of Personal Information, and we undertake reasonable security measures to help protect the data that resides on our servers. We also use secure server software (SSL) to process all financial transactions that occur on the Site. SSL technology can encrypt Personal Information transmitted over the Internet. However, no security system is impenetrable. We do not warrant the security of our servers, nor do we warrant that your information, including Personal Information, will be completely secure or not be intercepted while being transmitted over the Internet.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
154,We also use secure server software (SSL) to process all financial transactions that occur on the Site.,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
155,"e place a priority on the security of Personal Information, and we undertake reasonable security measures to help protect the data that resides on our servers. We also use secure server software (SSL) to process all financial transactions that occur on the Site. SSL technology can encrypt Personal Information transmitted over the Internet.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
156,"However, no security system is impenetrable. We do not warrant the security of our servers, nor do we warrant that your information, including Personal Information, will be completely secure or not be intercepted while being transmitted over the Internet.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
157,"The personally-identifiable information that you provide to us is stored on servers that are located in secured facilities with restricted access, and protected by protocols and procedures designed to ensure reasonable security of such information.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
158,"restricted access,",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
159,"The personally-identifiable information that you provide to us is stored on servers that are located in secured facilities with restricted access, and protected by protocols and procedures designed to ensure reasonable security of such information. In addition, we restrict access to the personally-identifiable information to those of our employees, independent contractors and agents who need to know this information in order to develop, operate and maintain the Sites and the Services. However, no data transmission over the Internet can be guaranteed to be completely secure, and, for this reason, we cannot ensure or warrant the security of any information that you transmit to us. You can help protect your personally-identifiable information by using a combination of letters and numbers in your password, changing your password often, using a secure web browser, and signing off and closing your web browser when you are finished with the use of the Sites.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
160,"In addition, we restrict access to the personally-identifiable information to those of our employees, independent contractors and agents who need to know this information in order to develop, operate and maintain the Sites and the Services.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
161,"However, no data transmission over the Internet can be guaranteed to be completely secure, and, for this reason, we cannot ensure or warrant the security of any information that you transmit to us. You can help protect your personally-identifiable information by using a combination of letters and numbers in your password, changing your password often, using a secure web browser, and signing off and closing your web browser when you are finished with the use of the Sites.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
162,"we restrict access to the personally-identifiable information to those of our employees, independent contractors and agents who need to know this information in order to develop, operate and maintain the Sites and the Services.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
163,"In certain areas, we use industry-standard SSL encryptio",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
164,"The account information associated with any of our Services is password protected for your privacy and security. You choose your password for any of our Services so the strength of that password is determined by you. We recommend that you choose a unique password and not share your password with anyone else. In certain areas, we use industry-standard SSL encryption to protect data transmissions.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
165,The account information associated with any of our Services is password protected for your privacy and security. You choose your password for any of our Services so the strength of that password is determined by you. We recommend that you choose a unique password and not share your password with anyone else.,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
166,"In certain areas, we use industry-standard SSL encryption to protect data transmissions.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
167,"Your credit card information is encrypted when submitted to the processor and transmitted over a secure connection between your computer and our server using Secure Socket Layers (SSL), the industry standard, to ensure protection of your private information.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
168,"transmitted over a secure connection between your computer and our server using Secure Socket Layers (SSL),",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
169,accessible only to members,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
170,Employee access to personal information is strictly on a need-to-know basis.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
171,"Our servers are housed in an off-site, secured co-location facility.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
172,All employees are made aware of the Privacy Policy and of any updates or changes to it. Employees are reminded of the importance of protecting the privacy of our donors and Internet site users.,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
173,"Food Allergy Research & Education implements physical, electronic, and managerial procedures to ensure that your personal information is protected at all times.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
174,reasonable precautions,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
175,voluntarily abide by the guidelines outlined in the Family Educational Rights and Privacy Act to maintain your privacy.,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
176,We use reasonable precautions to protect your information and voluntarily abide by the guidelines outlined in the Family Educational Rights and Privacy Act to maintain your privacy.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
177,reasonable precautions to protect your information,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
178,voluntarily abide by the guidelines outlined in the Family Educational Rights and Privacy Act to maintain your privacy,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
179,"Security This Web site takes every precaution to protect our users' information. When users submit sensitive information via the Web site, their information is protected both online and off-line.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
180,"This Web site takes every precaution to protect our users' information. When users submit sensitive information via the Web site, their information is protected both online and off-line.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
181,"When our registration/order form asks users to enter sensitive information (such as credit card number and/or social security number), that information is encrypted and is protected with the best encryption software in the industry - SSL.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
